facilityCode,name,legalName,providerType,facilityCategory,levelOfCare,ownership,tier,contractStatus,medicalChainRole,largeInstitutionFlag,servicesOffered,acceptsInsurance,insurersAccepted,insuranceEvidence,sourceClass,sourceNotes,region,district,county,subcounty,address,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,phone,email,contactPerson,paymentTermDays,creditLimitUGX,contractStartDate,contractEndDate,contractNotes,licenceNumber,registrationNumber,facilityLevel,smartProviderId,slade360ProviderId
UG-FAC-02695-ST-MARY-S-SOROTI-REHABILITATION-CE,St. Mary's Soroti Rehabilitation Centre 2694,St. Mary's Soroti Rehabilitation Centre 2694 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,APA|Britam|GA Insurance|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Soroti,Soroti,Soroti Mission Ward,"Soroti Mission Ward, Soroti, Uganda",1.750314,33.619818,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671333786,billing.2695@st.mary.s.soroti.rehabilitation.centre.269.test.ug,Provider Relations 2695,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002695,UG-REG-TEST-002695,Specialty Outpatient,SMART-UG-02695,SLADE-UG-02695
UG-FAC-02696-NILE-MPIGI-REHABILITATION-CENTRE-2,Nile Mpigi Rehabilitation Centre 2695,Nile Mpigi Rehabilitation Centre 2695 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,GA Insurance|Liberty|Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Mpigi,Mpigi,Mpigi Central,"Mpigi Central, Mpigi, Uganda",0.202684,32.281941,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671341705,billing.2696@nile.mpigi.rehabilitation.centre.2695.test.ug,Provider Relations 2696,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002696,UG-REG-TEST-002696,Specialty Outpatient,SMART-UG-02696,SLADE-UG-02696
UG-FAC-02697-ST-MARY-S-MPIGI-REHABILITATION-CEN,St. Mary's Mpigi Rehabilitation Centre 2696,St. Mary's Mpigi Rehabilitation Centre 2696,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Government,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,AAR|UAP Old Mutual|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Mpigi,Mpigi,Mpigi South,"Mpigi South, Mpigi, Uganda",0.237156,32.340248,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671349624,billing.2697@st.mary.s.mpigi.rehabilitation.centre.2696.test.ug,Provider Relations 2697,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002697,,Specialty Outpatient,SMART-UG-02697,SLADE-UG-02697
UG-FAC-02698-LIFE-KABAROLE-REHABILITATION-CENTR,Life Kabarole Rehabilitation Centre 2697,Life Kabarole Rehabilitation Centre 2697 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,AAR|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kabarole,Kabarole,Kabarole North,"Kabarole North, Kabarole, Uganda",0.553182,30.291868,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671357543,billing.2698@life.kabarole.rehabilitation.centre.2697.test.ug,Provider Relations 2698,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002698,UG-REG-TEST-002698,Specialty Outpatient,SMART-UG-02698,SLADE-UG-02698
UG-FAC-02699-COMMUNITY-KANUNGU-REHABILITATION-C,Community Kanungu Rehabilitation Centre 2698,Community Kanungu Rehabilitation Centre 2698 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Sanlam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kanungu,Kanungu,Kanungu Market Ward,"Kanungu Market Ward, Kanungu, Uganda",-0.995149,29.81714,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671365462,billing.2699@community.kanungu.rehabilitation.centre.26.test.ug,Provider Relations 2699,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002699,UG-REG-TEST-002699,Specialty Outpatient,SMART-UG-02699,SLADE-UG-02699
UG-FAC-02700-LIFE-KISORO-REHABILITATION-CENTRE-,Life Kisoro Rehabilitation Centre 2699,Life Kisoro Rehabilitation Centre 2699,REHABILITATION,Counselling Center,Specialty Outpatient,Government,PARTNER,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,GA Insurance|Britam|Sanlam|Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kisoro,Kisoro,Kisoro North,"Kisoro North, Kisoro, Uganda",-1.28274,29.712675,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671373381,billing.2700@life.kisoro.rehabilitation.centre.2699.test.ug,Provider Relations 2700,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002700,,Specialty Outpatient,SMART-UG-02700,SLADE-UG-02700
UG-FAC-02701-UNITY-NEBBI-REHABILITATION-CENTRE-,Unity Nebbi Rehabilitation Centre 2700,Unity Nebbi Rehabilitation Centre 2700 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Britam|Prudential|ICEA|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Nebbi,Nebbi,Nebbi University Ward,"Nebbi University Ward, Nebbi, Uganda",2.456598,31.066249,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671381300,billing.2701@unity.nebbi.rehabilitation.centre.2700.test.ug,Provider Relations 2701,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002701,UG-REG-TEST-002701,Specialty Outpatient,SMART-UG-02701,SLADE-UG-02701
UG-FAC-02702-UNITY-MASINDI-REHABILITATION-CENTR,Unity Masindi Rehabilitation Centre 2701,Unity Masindi Rehabilitation Centre 2701 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Sanlam|Jubilee|Britam|AAR,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Masindi,Masindi,Masindi South,"Masindi South, Masindi, Uganda",1.653431,31.701218,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671389219,billing.2702@unity.masindi.rehabilitation.centre.2701.test.ug,Provider Relations 2702,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002702,UG-REG-TEST-002702,Specialty Outpatient,SMART-UG-02702,SLADE-UG-02702
UG-FAC-02703-NILE-NWOYA-REHABILITATION-CENTRE-2,Nile Nwoya Rehabilitation Centre 2702,Nile Nwoya Rehabilitation Centre 2702 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Nwoya,Nwoya,Nwoya West,"Nwoya West, Nwoya, Uganda",2.591395,32.021734,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671397138,billing.2703@nile.nwoya.rehabilitation.centre.2702.test.ug,Provider Relations 2703,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002703,UG-REG-TEST-002703,Specialty Outpatient,SMART-UG-02703,SLADE-UG-02703
UG-FAC-02704-RELIABLE-PALLISA-REHABILITATION-CE,Reliable Pallisa Rehabilitation Centre 2703,Reliable Pallisa Rehabilitation Centre 2703 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Prudential|Sanlam|GA Insurance|Liberty,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Pallisa,Pallisa,Pallisa Mission Ward,"Pallisa Mission Ward, Pallisa, Uganda",1.158708,33.68816,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671405057,billing.2704@reliable.pallisa.rehabilitation.centre.270.test.ug,Provider Relations 2704,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002704,UG-REG-TEST-002704,Specialty Outpatient,SMART-UG-02704,SLADE-UG-02704
UG-FAC-02705-UNITY-KOTIDO-REHABILITATION-CENTRE,Unity Kotido Rehabilitation Centre 2704,Unity Kotido Rehabilitation Centre 2704,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Government,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,AAR|Medical Concierge|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Kotido,Kotido,Kotido Lake View,"Kotido Lake View, Kotido, Uganda",2.971057,34.117,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671412976,billing.2705@unity.kotido.rehabilitation.centre.2704.test.ug,Provider Relations 2705,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002705,,Specialty Outpatient,SMART-UG-02705,SLADE-UG-02705
UG-FAC-02706-HOPE-FORT-PORTAL-REHABILITATION-CE,Hope Fort Portal Rehabilitation Centre 2705,Hope Fort Portal Rehabilitation Centre 2705 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Liberty|Sanlam|AAR|Jubilee,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Fort Portal,Fort Portal,Fort Portal Lake View,"Fort Portal Lake View, Fort Portal, Uganda",0.683458,30.274287,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671420895,billing.2706@hope.fort.portal.rehabilitation.centre.270.test.ug,Provider Relations 2706,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002706,UG-REG-TEST-002706,Specialty Outpatient,SMART-UG-02706,SLADE-UG-02706
UG-FAC-02707-PRIME-PALLISA-REHABILITATION-CENTR,Prime Pallisa Rehabilitation Centre 2706,Prime Pallisa Rehabilitation Centre 2706,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Government,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Medical Concierge|Prudential|Britam|APA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Eastern,Pallisa,Pallisa,Pallisa Central,"Pallisa Central, Pallisa, Uganda",1.107581,33.683197,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671428814,billing.2707@prime.pallisa.rehabilitation.centre.2706.test.ug,Provider Relations 2707,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002707,,Specialty Outpatient,SMART-UG-02707,SLADE-UG-02707
UG-FAC-02708-ST-MARY-S-KABALE-REHABILITATION-CE,St. Mary's Kabale Rehabilitation Centre 2707,St. Mary's Kabale Rehabilitation Centre 2707 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,AAR|ICEA,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kabale,Kabale,Kabale Industrial Area,"Kabale Industrial Area, Kabale, Uganda",-1.273305,29.961192,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671436733,billing.2708@st.mary.s.kabale.rehabilitation.centre.270.test.ug,Provider Relations 2708,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002708,UG-REG-TEST-002708,Specialty Outpatient,SMART-UG-02708,SLADE-UG-02708
UG-FAC-02709-RELIABLE-KABALE-REHABILITATION-CEN,Reliable Kabale Rehabilitation Centre 2708,Reliable Kabale Rehabilitation Centre 2708 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,AAR|Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kabale,Kabale,Kabale Mission Ward,"Kabale Mission Ward, Kabale, Uganda",-1.269592,29.990265,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671444652,billing.2709@reliable.kabale.rehabilitation.centre.2708.test.ug,Provider Relations 2709,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002709,UG-REG-TEST-002709,Specialty Outpatient,SMART-UG-02709,SLADE-UG-02709
UG-FAC-02710-ST-LUKE-S-MASAKA-REHABILITATION-CE,St. Luke's Masaka Rehabilitation Centre 2709,St. Luke's Masaka Rehabilitation Centre 2709 Limited,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Private not for profit,PARTNER,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Medical Concierge|Sanlam|GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Masaka,Masaka,Masaka Market Ward,"Masaka Market Ward, Masaka, Uganda",-0.30195,31.769738,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671452571,billing.2710@st.luke.s.masaka.rehabilitation.centre.270.test.ug,Provider Relations 2710,21,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002710,UG-REG-TEST-002710,Specialty Outpatient,SMART-UG-02710,SLADE-UG-02710
UG-FAC-02711-HOPE-KABALE-REHABILITATION-CENTRE-,Hope Kabale Rehabilitation Centre 2710,Hope Kabale Rehabilitation Centre 2710,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Government,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,Britam|Medical Concierge,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Western,Kabale,Kabale,Kabale Market Ward,"Kabale Market Ward, Kabale, Uganda",-1.260218,30.034462,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671460490,billing.2711@hope.kabale.rehabilitation.centre.2710.test.ug,Provider Relations 2711,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002711,,Specialty Outpatient,SMART-UG-02711,SLADE-UG-02711
UG-FAC-02712-RELIABLE-MOROTO-REHABILITATION-CEN,Reliable Moroto Rehabilitation Centre 2711,Reliable Moroto Rehabilitation Centre 2711,REHABILITATION,Rehabilitation Center,Specialty Outpatient,Government,PANEL,ACTIVE,Rehabilitation Center,false,Rehabilitation|Physiotherapy|Counselling,true,GA Insurance,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Northern,Moroto,Moroto,Moroto University Ward,"Moroto University Ward, Moroto, Uganda",2.490645,34.689587,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671468409,billing.2712@reliable.moroto.rehabilitation.centre.2711.test.ug,Provider Relations 2712,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002712,,Specialty Outpatient,SMART-UG-02712,SLADE-UG-02712
UG-FAC-02713-NILE-RAKAI-REHABILITATION-CENTRE-2,Nile Rakai Rehabilitation Centre 2712,Nile Rakai Rehabilitation Centre 2712 Limited,REHABILITATION,Counselling Center,Specialty Outpatient,Private for profit,PANEL,ACTIVE,Counselling Center,false,Rehabilitation|Physiotherapy|Counselling,true,UAP Old Mutual|Medical Concierge|Liberty|Britam,Generated test panel membership,synthetic_fixture,Deterministic synthetic fixture generated for UAT breadth; not an official MoH registry row.,Central,Rakai,Rakai,Rakai South,"Rakai South, Rakai, Uganda",-0.719205,31.464709,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",+25671476328,billing.2713@nile.rakai.rehabilitation.centre.2712.test.ug,Provider Relations 2713,30,25000000,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",UMDPC-TEST-002713,UG-REG-TEST-002713,Specialty Outpatient,SMART-UG-02713,SLADE-UG-02713
